# source: http://www.linguistics.ucla.edu/people/hayes/ShakespeareAndMilton/
# author: shakespeare
# title: sonnets
# coder: bruce hayes
1	syllables	From fairest creatures we desire increase,	From	fai	rest	crea	tures	we	de	sire	in	crease,	
1899	juncture	Though in thy store's account I one must be;	2	2	2	4	1	4	2	4	2	5	
1899	comment	Though in thy store's account I one must be;											
1900	syllables	For nothing hold me, so it please thee hold	For	no	thing	hold	me,	so	it	please	thee	hold	
1900	stress	For nothing hold me, so it please thee hold	1	3	1	4	1	1	1	3	1	4	
1900	juncture	For nothing hold me, so it please thee hold	2	1	4	3	5	2	2	2	3	4	
1900	comment	For nothing hold me, so it please thee hold											
1901	syllables	That nothing me, a something sweet to thee:	That	no	thing	me,	a	some-	thing	sweet	to	thee:	
1901	stress	That nothing me, a something sweet to thee:	1	3	1	4	1	3	2	3	1	4	
1901	juncture	That nothing me, a something sweet to thee:	2	1	4	5	2	2	3	3	2	5	
1901	comment	That nothing me, a something sweet to thee:											
1902	syllables	Make but my name thy love, and love that still,	Make	but	my	name	thy	love,	and	love	that	still,	
1902	stress	Make but my name thy love, and love that still,	3	1	1	3	1	4	1	3	1	4	
1902	juncture	Make but my name thy love, and love that still,	3	2	2	4	2	5	2	3	4	5	
1902	comment	Make but my name thy love, and love that still,											
1903	syllables	And then thou lov'st me for my name is 'Will.'	And	then	thou	lov'st	me	for	my	name	is	'Will'.	
1903	stress	And then thou lov'st me for my name is 'Will.'	1	1	1	3	1	1	1	3	1	4	
1903	juncture	And then thou lov'st me for my name is 'Will.'	2	2	2	2	4	2	2	4	2	5	
1903	comment	And then thou lov'st me for my name is 'Will.'											
1904	syllables	Thou blind fool, Love, what dost thou to mine eyes,	Thou	blind	fool,	Love,	what	dost	thou	to	mine	eyes,	
1904	stress	Thou blind fool, Love, what dost thou to mine eyes,	1	3	4	4	1	1	1	1	1	4	
1904	juncture	Thou blind fool, Love, what dost thou to mine eyes,	2	3	5	5	2	2	2	2	2	5	
1904	comment	Thou blind fool, Love, what dost thou to mine eyes,	poem initial										
1905	syllables	That they behold, and see not what they see?	That	they	be	hold,	and	see	not	what	they	see?	
1905	stress	That they behold, and see not what they see?	1	1	1	4	1	3	1	1	1	4	
1905	juncture	That they behold, and see not what they see?	2	2	1	4	2	2	3	2	2	5	
1905	comment	That they behold, and see not what they see?											
1906	syllables	They know what beauty is, see where it lies,	They	know	what	beau	ty	is,	see	where	it	lies,	
1906	stress	They know what beauty is, see where it lies,	1	3	1	4	1	1	3	1	1	4	
1906	juncture	They know what beauty is, see where it lies,	2	3	2	1	4	5	3	2	2	5	
1906	comment	They know what beauty is, see where it lies,											
1907	syllables	Yet what the best is take the worst to be.	Yet	what	the	best	is	take	the	worst	to	be.	
1907	stress	Yet what the best is take the worst to be.	1	1	1	3	1	3	1	4	1	1	
1907	juncture	Yet what the best is take the worst to be.	2	2	2	4	4	3	2	4	2	5	
1907	comment	Yet what the best is take the worst to be.											
1908	syllables	If eyes, corrupt by over-partial looks,	If	eyes,	cor	rupt	by	o	ver-	par	tial	looks,	
1908	stress	If eyes, corrupt by over-partial looks,	1	4	1	3	1	3	1	2	1	4	
1908	juncture	If eyes, corrupt by over-partial looks,	2	4	1	3	2	1	2	1	3	5	
1908	comment	If eyes, corrupt by over-partial looks,											
1909	syllables	Be anchor'd in the bay where all men ride,	Be	an	chor'd	in	the	bay	where	all	men	ride,	
1909	stress	Be anchor'd in the bay where all men ride,	1	3	1	1	1	3	1	3	2	4	
1909	juncture	Be anchor'd in the bay where all men ride,	2	1	3	2	2	4	2	2	4	5	
1909	comment	Be anchor'd in the bay where all men ride,	RR										
1910	syllables	Why of eyes' falsehood hast thou forged hooks,	Why	of	eyes'	FALSE	hood	hast	thou	for	ged	hooks,	
1910	stress	Why of eyes' falsehood hast thou forged hooks,	1	1	3	4	1	1	1	3	1	4	
1910	juncture	Why of eyes' falsehood hast thou forged hooks,	2	2	4	1	4	2	2	1	3	5	
1910	comment	Why of eyes' falsehood hast thou forged hooks,											
1911	syllables	Whereto the judgment of my heart is tied?	Where-	to	the	judg	ment	of	my	heart	is	tied?	
1911	stress	Whereto the judgment of my heart is tied?	1	2	1	3	1	1	1	3	1	4	
1911	juncture	Whereto the judgment of my heart is tied?	2	2	2	1	3	2	2	4	2	5	
1911	comment	Whereto the judgment of my heart is tied?											
1912	syllables	Why should my heart think that a several plot,	Why	should	my	heart	think	that	a	se	ver al	plot,	
1912	stress	Why should my heart think that a several plot,	1	1	1	3	3	1	1	3	1	4	
1912	juncture	Why should my heart think that a several plot,	2	2	2	4	3	2	2	1	3	5	
1912	comment	Why should my heart think that a several plot,											
1913	syllables	Which my heart knows the wide world's common place?	Which	my	heart	knows	the	wide	world's	com	mon	place?	
1913	stress	Which my heart knows the wide world's common place?	1	1	3	3	1	3	4	3	1	4	
1913	juncture	Which my heart knows the wide world's common place?	2	2	4	3	2	3	4	1	3	5	
1913	comment	Which my heart knows the wide world's common place?											
1914	syllables	Or mine eyes, seeing this, say this is not,	Or	mine	eyes,	see	ing	this,	say	this	is	not,	
1914	stress	Or mine eyes, seeing this, say this is not,	1	1	4	4	1	1	3	1	1	4	
1914	juncture	Or mine eyes, seeing this, say this is not,	2	2	4	1	3	5	3	2	2	5	
1914	comment	Or mine eyes, seeing this, say this is not,											
1915	syllables	To put fair truth upon so foul a face?	To	put	fair	truth	u	pon	so	foul	a	face?	
1915	stress	To put fair truth upon so foul a face?	1	3	2	4	1	2	1	3	1	4	
1915	juncture	To put fair truth upon so foul a face?	2	3	3	4	1	2	2	3	2	5	
1915	comment	To put fair truth upon so foul a face?											
1916	syllables	In things right true my heart and eyes have err'd,	In	things	right	TRUE	my	heart	and	eyes	have	err'd,	
1916	stress	In things right true my heart and eyes have err'd,	1	3	2	4	1	3	1	3	1	4	
1916	juncture	In things right true my heart and eyes have err'd,	2	3	3	4	2	4	2	4	2	5	
1916	comment	In things right true my heart and eyes have err'd,											
1917	syllables	And to this false plague are they now transferr'd.	And	to	this	FALSE	plague	are	they	now	trans	ferr'd.	
1917	stress	And to this false plague are they now transferr'd.	1	1	1	3	4	1	1	3	1	4	
1917	juncture	And to this false plague are they now transferr'd.	2	2	2	3	4	2	2	3	1	5	
1917	comment	And to this false plague are they now transferr'd.											
1918	syllables	When my love swears that she is made of truth,	When	my	love	swears	that	she	is	made	of	truth,	
1918	stress	When my love swears that she is made of truth,	1	1	3	3	1	1	1	3	1	4	
1918	juncture	When my love swears that she is made of truth,	2	2	4	3	2	2	2	3	2	5	
1918	comment	When my love swears that she is made of truth,	poem initial										
1919	syllables	I do believe her though I know she lies,	I	do	be	lieve	her	though	I	know	she	lies,	
1919	stress	I do believe her though I know she lies,	1	1	1	4	1	1	1	3	1	4	
1919	juncture	I do believe her though I know she lies,	2	2	1	2	4	2	2	3	2	5	
1919	comment	I do believe her though I know she lies,											
1920	syllables	That she might think me some untutor'd youth,	That	she	might	think	me	some	un	tu	tor'd	youth,	
1920	stress	That she might think me some untutor'd youth,	1	1	1	3	1	1	1	3	1	4	
1920	juncture	That she might think me some untutor'd youth,	2	2	2	2	3	2	1	1	3	5	
1920	comment	That she might think me some untutor'd youth,											
1921	syllables	Unlearned in the world's false subtleties.	Un	lear	ned	in	the	world's	FALSE	subt	le	ties.	
1921	stress	Unlearned in the world's false subtleties.	1	3	1	1	1	3	2	4	1	1	
1921	juncture	Unlearned in the world's false subtleties.	1	1	3	2	2	4	3	1	1	5	
1921	comment	Unlearned in the world's false subtleties.											
1922	syllables	Thus vainly thinking that she thinks me young,	Thus	vain	ly	thin	king	that	she	thinks	me	young,	
1922	stress	Thus vainly thinking that she thinks me young,	1	3	1	3	1	1	1	3	1	4	
1922	juncture	Thus vainly thinking that she thinks me young,	2	1	3	1	3	2	2	2	3	5	
1922	comment	Thus vainly thinking that she thinks me young,											
1923	syllables	Although she knows my days are past the best,	Al	though	she	knows	my	days	are	past	the	best,	
1923	stress	Although she knows my days are past the best,	1	3	1	3	1	3	1	3	1	4	
1923	juncture	Although she knows my days are past the best,	1	3	2	3	2	4	2	3	2	5	
1923	comment	Although she knows my days are past the best,											
1924	syllables	Simply I credit her false-speaking tongue:	Sim	ply	I	cre	dit	her	false-	spea	king	tongue:	
1924	stress	Simply I credit her false-speaking tongue:	3	1	1	3	1	1	3	2	1	4	
1924	juncture	Simply I credit her false-speaking tongue:	1	3	2	1	3	2	2	1	3	5	
1924	comment	Simply I credit her false-speaking tongue:	RR										
1925	syllables	On both sides thus is simple truth suppressed:	On	both	sides	thus	is	sim	ple	truth	sup	pressed:	
1925	stress	On both sides thus is simple truth suppressed:	1	3	4	2	1	3	1	3	1	4	
1925	juncture	On both sides thus is simple truth suppressed:	2	2	4	2	2	1	3	4	1	5	
1925	comment	On both sides thus is simple truth suppressed:											
1926	syllables	But wherefore says she not she is unjust?	But	where-	fore	says	she	not	she	is	un	just?	
1926	stress	But wherefore says she not she is unjust?	1	2	1	3	1	1	1	1	1	4	
1926	juncture	But wherefore says she not she is unjust?	2	2	2	3	2	3	2	2	1	5	
1926	comment	But wherefore says she not she is unjust?											
1927	syllables	And wherefore say not I that I am old?	And	where-	fore	say	not	I	that	I	am	old?	
1927	stress	And wherefore say not I that I am old?	1	2	1	3	1	4	1	1	1	4	
1927	juncture	And wherefore say not I that I am old?	2	2	2	3	2	4	2	2	2	5	
1927	comment	And wherefore say not I that I am old?											
1928	syllables	O! love's best habit is in seeming trust,	O!	love's	best	ha	bit	is	in	see	ming	trust,	
1928	stress	O! love's best habit is in seeming trust,	1	3	2	4	1	1	1	3	1	4	
1928	juncture	O! love's best habit is in seeming trust,	2	4	3	1	4	2	2	1	3	5	
1928	comment	O! love's best habit is in seeming trust,											
1929	syllables	And age in love, loves not to have years told:	And	age	in	love,	loves	not	to	have	years	told:	
1929	stress	And age in love, loves not to have years told:	1	3	1	4	3	1	1	1	3	4	
1929	juncture	And age in love, loves not to have years told:	2	4	2	5	2	3	2	2	4	5	
1929	comment	And age in love, loves not to have years told:											
1930	syllables	Therefore I lie with her, and she with me,	There	fore	I	lie	with	her,	and	she	with	me,	
1930	stress	Therefore I lie with her, and she with me,	3	2	1	3	1	4	1	3	1	4	
1930	juncture	Therefore I lie with her, and she with me,	2	3	2	3	2	5	2	4	2	5	
1930	comment	Therefore I lie with her, and she with me,											
1931	syllables	And in our faults by lies we flatter'd be.	And	in	our	faults	by	lies	we	flat	ter'd	be.	
1931	stress	And in our faults by lies we flatter'd be.	1	1	1	4	1	3	1	4	1	1	
1931	juncture	And in our faults by lies we flatter'd be.	2	2	2	4	2	4	2	1	3	5	
1931	comment	And in our faults by lies we flatter'd be.											
1932	syllables	O! call not me to justify the wrong	O!	call	not	me	to	jus	ti	fy	the	wrong	
1932	stress	O! call not me to justify the wrong	1	3	1	1	1	3	1	1	1	3	
1932	juncture	O! call not me to justify the wrong	2	2	2	3	2	1	1	3	2	3	
1932	comment	O! call not me to justify the wrong	poem initial										
1933	syllables	That thy unkindness lays upon my heart;	That	thy	un	kind	ness	lays	u	pon	my	heart;	
1933	stress	That thy unkindness lays upon my heart;	1	1	1	3	1	3	1	2	1	4	
1933	juncture	That thy unkindness lays upon my heart;	2	2	1	1	4	3	1	2	2	5	
1933	comment	That thy unkindness lays upon my heart;											
1934	syllables	Wound me not with thine eye, but with thy tongue:	Wound	me	not	with	thine	eye,	but	with	thy	tongue:	
1934	stress	Wound me not with thine eye, but with thy tongue:	3	1	1	1	1	4	1	1	1	4	
1934	juncture	Wound me not with thine eye, but with thy tongue:	2	2	3	2	2	4	2	2	2	5	
1934	comment	Wound me not with thine eye, but with thy tongue:											
1935	syllables	Use power with power, and slay me not by art,	Use	po wer	with	po wer,	and	slay	me	not	by	art,	
1935	stress	Use power with power, and slay me not by art,	3	3	1	4	1	3	1	1	1	4	
1935	juncture	Use power with power, and slay me not by art,	3	4	2	5	2	2	2	3	2	5	
1935	comment	Use power with power, and slay me not by art,											
1936	syllables	Tell me thou lov'st elsewhere; but in my sight,	Tell	me	thou	lov'st	else-	where;	but	in	my	sight,	
1936	stress	Tell me thou lov'st elsewhere; but in my sight,	3	1	1	3	4	2	1	1	1	4	
1936	juncture	Tell me thou lov'st elsewhere; but in my sight,	2	3	2	3	2	5	2	2	2	5	
1936	comment	Tell me thou lov'st elsewhere; but in my sight,											
1937	syllables	Dear heart, forbear to glance thine eye aside:	Dear	heart,	for	bear	to	glance	thine	eye	a	side:	
1937	stress	Dear heart, forbear to glance thine eye aside:	3	4	1	3	1	3	1	3	1	4	
1937	juncture	Dear heart, forbear to glance thine eye aside:	3	5	1	3	2	3	2	4	1	5	
1937	comment	Dear heart, forbear to glance thine eye aside:											
1938	syllables	What need'st thou wound with cunning, when thy might	What	need'st	thou	wound	with	cun	ning,	when	thy	might	
1938	stress	What need'st thou wound with cunning, when thy might	1	3	1	3	1	4	1	1	1	3	
1938	juncture	What need'st thou wound with cunning, when thy might	2	3	2	3	2	1	4	2	2	4	
1938	comment	What need'st thou wound with cunning, when thy might											
1939	syllables	Is more than my o'erpress'd defence can bide?	Is	more	than	my	o'er	press'd	de	fence	can	bide?	
1939	stress	Is more than my o'erpress'd defence can bide?	1	1	1	1	1	3	1	3	1	4	
1939	juncture	Is more than my o'erpress'd defence can bide?	2	2	2	2	1	3	1	4	2	5	
1939	comment	Is more than my o'erpress'd defence can bide?											
1940	syllables	Let me excuse thee: ah! my love well knows	Let	me	ex	cuse	thee:	ah!	my	love	well	knows	
1940	stress	Let me excuse thee: ah! my love well knows	3	1	1	4	1	4	1	3	2	4	
1940	juncture	Let me excuse thee: ah! my love well knows	2	3	1	3	5	2	2	4	3	3	
1940	comment	Let me excuse thee: ah! my love well knows											
1941	syllables	Her pretty looks have been mine enemies;	Her	pret	ty	looks	have	been	mine	e	ne	mies;	
1941	stress	Her pretty looks have been mine enemies;	1	3	1	4	1	1	1	4	1	1	
1941	juncture	Her pretty looks have been mine enemies;	2	1	3	4	2	2	2	1	1	5	
1941	comment	Her pretty looks have been mine enemies;											
1942	syllables	And therefore from my face she turns my foes,	And	there-	fore	from	my	face	she	turns	my	foes,	
1942	stress	And therefore from my face she turns my foes,	1	3	2	1	1	3	1	3	1	4	
1942	juncture	And therefore from my face she turns my foes,	2	2	3	2	2	4	2	3	2	5	
1942	comment	And therefore from my face she turns my foes,											
1943	syllables	That they elsewhere might dart their injuries:	That	they	else-	where	might	dart	their	in	ju	ries:	
1943	stress	That they elsewhere might dart their injuries:	1	1	3	2	1	3	1	4	1	1	
1943	juncture	That they elsewhere might dart their injuries:	2	2	2	4	2	3	2	1	1	5	
1943	comment	That they elsewhere might dart their injuries:											
1944	syllables	Yet do not so; but since I am near slain,	Yet	do	not	so;	but	since	I	am	near	slain,	
1944	stress	Yet do not so; but since I am near slain,	1	4	1	1	1	1	1	1	3	4	
1944	juncture	Yet do not so; but since I am near slain,	2	2	3	5	2	2	2	2	3	5	
1944	comment	Yet do not so; but since I am near slain,											
1945	syllables	Kill me outright with looks, and rid my pain.	Kill	me	out-	right	with	looks,	and	rid	my	pain.	
1945	stress	Kill me outright with looks, and rid my pain.	3	1	2	3	1	4	1	3	1	4	
1945	juncture	Kill me outright with looks, and rid my pain.	2	3	2	4	2	5	2	3	2	5	
1945	comment	Kill me outright with looks, and rid my pain.											
1946	syllables	Be wise as thou art cruel; do not press	Be	wise	as	thou	art	cru	el;	do	not	press	
1946	stress	Be wise as thou art cruel; do not press	1	3	1	1	1	4	1	1	1	3	
1946	juncture	Be wise as thou art cruel; do not press	2	3	2	2	2	1	5	2	2	3	
1946	comment	Be wise as thou art cruel; do not press	poem initial										
1947	syllables	My tongue-tied patience with too much disdain;	My	tongue-	tied	pa	tience	with	too	much	dis	dain;	
1947	stress	My tongue-tied patience with too much disdain;	1	3	2	4	1	1	1	1	1	4	
1947	juncture	My tongue-tied patience with too much disdain;	2	2	3	1	3	2	2	2	1	5	
1947	comment	My tongue-tied patience with too much disdain;											
1948	syllables	Lest sorrow lend me words, and words express	Lest	sor	row	lend	me	words,	and	words	ex	press	
1948	stress	Lest sorrow lend me words, and words express	1	3	1	3	1	4	1	3	1	3	
1948	juncture	Lest sorrow lend me words, and words express	2	1	3	2	3	4	2	4	1	3	
1948	comment	Lest sorrow lend me words, and words express											
1949	syllables	The manner of my pity-wanting pain.	The	man	ner	of	my	pi	ty-	wan	ting	pain.	
1949	stress	The manner of my pity-wanting pain.	1	3	1	1	1	3	1	2	1	4	
1949	juncture	The manner of my pity-wanting pain.	2	1	3	2	2	1	2	1	3	5	
1949	comment	The manner of my pity-wanting pain.											
